Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG
2022-11-09,Hapoel Beer Sheva,Hapoel Hadera,3,0,H,1,0
2022-11-09,Hapoel Tel Aviv,Beitar Jerusalem,2,1,H,1,1
2022-11-09,Hapoel Haifa,Maccabi Haifa,0,1,A,0,0
2022-11-12,Ashdod,Maccabi Netanya,2,3,A,0,3
2022-11-12,Hapoel Hadera,Sektzia Nes Tziona,0,0,D,0,0
2022-11-12,Maccabi Tel Aviv,Hapoel Haifa,1,0,H,0,0
2022-11-13,Maccabi Bnei Raina,Hapoel Katamon,0,2,A,0,0
2022-11-13,Ironi Kiryat Shmona,Hapoel Beer Sheva,0,2,A,0,1
2022-11-13,Maccabi Haifa,Hapoel Tel Aviv,5,2,H,4,1
2022-11-14,Beitar Jerusalem,Bnei Sakhnin,2,1,H,0,1
2022-12-17,Hapoel Hadera,Hapoel Katamon,0,0,D,0,0
2022-12-17,Hapoel Tel Aviv,Hapoel Haifa,3,3,D,0,2
2022-12-17,Beitar Jerusalem,Maccabi Netanya,6,3,H,4,0
2022-12-17,Ashdod,Hapoel Beer Sheva,0,1,A,0,0
2022-12-19,Ironi Kiryat Shmona,Sektzia Nes Tziona,3,3,D,2,2
2022-12-19,Maccabi Bnei Raina,Maccabi Tel Aviv,0,2,A,0,1
2022-12-19,Maccabi Haifa,Bnei Sakhnin,3,1,H,1,0
2022-12-24,Maccabi Tel Aviv,Hapoel Hadera,5,0,H,3,0
2022-12-24,Hapoel Katamon,Ironi Kiryat Shmona,1,1,D,1,0
2022-12-24,Hapoel Haifa,Maccabi Bnei Raina,0,0,D,0,0
2022-12-24,Sektzia Nes Tziona,Ashdod,2,0,H,0,0
2022-12-24,Hapoel Beer Sheva,Beitar Jerusalem,3,2,H,1,0
2022-12-25,Bnei Sakhnin,Hapoel Tel Aviv,1,1,D,1,0
2022-12-26,Maccabi Netanya,Maccabi Haifa,0,2,A,0,0
2022-12-31,Beitar Jerusalem,Sektzia Nes Tziona,3,2,H,3,1
2022-12-31,Hapoel Tel Aviv,Maccabi Netanya,1,1,D,1,0
2022-12-31,Bnei Sakhnin,Hapoel Haifa,1,2,A,0,1
2022-12-31,Ashdod,Hapoel Katamon,1,1,D,0,0
2022-12-31,Ironi Kiryat Shmona,Maccabi Tel Aviv,1,1,D,1,0
2023-01-01,Hapoel Hadera,Maccabi Bnei Raina,2,2,D,0,1
2023-01-01,Maccabi Haifa,Hapoel Beer Sheva,2,0,H,1,0
2023-01-07,Maccabi Netanya,Bnei Sakhnin,0,0,D,0,0
2023-01-07,Maccabi Tel Aviv,Ashdod,3,0,H,1,0
2023-01-07,Hapoel Haifa,Hapoel Hadera,3,0,H,1,0
2023-01-07,Hapoel Katamon,Beitar Jerusalem,1,1,D,0,0
2023-01-08,Maccabi Bnei Raina,Ironi Kiryat Shmona,0,1,A,0,0
2023-01-08,Sektzia Nes Tziona,Maccabi Haifa,0,2,A,0,1
2023-01-09,Hapoel Beer Sheva,Hapoel Tel Aviv,6,0,H,3,0
2023-01-14,Hapoel Tel Aviv,Sektzia Nes Tziona,1,1,D,0,0
2023-01-14,Ironi Kiryat Shmona,Hapoel Hadera,2,2,D,1,1
2023-01-14,Ashdod,Maccabi Bnei Raina,3,0,H,2,0
2023-01-14,Maccabi Netanya,Hapoel Haifa,1,0,H,1,0
2023-01-15,Maccabi Haifa,Hapoel Katamon,2,1,H,2,1
2023-01-16,Beitar Jerusalem,Maccabi Tel Aviv,2,2,D,1,1
2023-01-21,Hapoel Katamon,Hapoel Tel Aviv,0,0,D,0,0
2023-01-21,Hapoel Haifa,Ironi Kiryat Shmona,1,0,H,0,0
2023-01-21,Sektzia Nes Tziona,Bnei Sakhnin,0,0,D,0,0
2023-01-21,Hapoel Hadera,Ashdod,0,2,A,0,0
2023-01-21,Maccabi Bnei Raina,Beitar Jerusalem,0,2,A,0,2
2023-01-22,Hapoel Beer Sheva,Maccabi Netanya,2,2,D,2,2
2023-01-23,Maccabi Tel Aviv,Maccabi Haifa,3,0,H,1,0
2023-01-28,Maccabi Haifa,Maccabi Bnei Raina,0,0,D,0,0
2023-01-28,Ashdod,Ironi Kiryat Shmona,1,1,D,0,0
2023-01-28,Maccabi Netanya,Sektzia Nes Tziona,3,0,H,2,0
2023-01-28,Beitar Jerusalem,Hapoel Hadera,0,2,A,0,1
2023-01-28,Hapoel Tel Aviv,Maccabi Tel Aviv,0,0,D,0,0
2023-01-29,Hapoel Haifa,Hapoel Beer Sheva,0,1,A,0,1
2023-01-30,Bnei Sakhnin,Hapoel Katamon,2,1,H,1,1
2023-02-04,Sektzia Nes Tziona,Hapoel Beer Sheva,0,1,A,0,1
2023-02-04,Maccabi Tel Aviv,Bnei Sakhnin,1,1,D,0,1
2023-02-04,Hapoel Haifa,Ashdod,1,1,D,0,0
2023-02-04,Hapoel Katamon,Maccabi Netanya,0,2,A,0,0
2023-02-04,Ironi Kiryat Shmona,Beitar Jerusalem,0,3,A,0,0
2023-02-05,Maccabi Bnei Raina,Hapoel Tel Aviv,1,1,D,0,1
2023-02-08,Bnei Sakhnin,Hapoel Beer Sheva,0,1,A,0,0
2023-02-08,Hapoel Hadera,Maccabi Haifa,1,1,D,0,0
2023-02-11,Beitar Jerusalem,Ashdod,2,1,H,2,0
2023-02-11,Hapoel Beer Sheva,Hapoel Katamon,0,0,D,0,0
2023-02-11,Bnei Sakhnin,Maccabi Bnei Raina,1,1,D,0,0
2023-02-11,Sektzia Nes Tziona,Hapoel Haifa,0,2,A,0,1
2023-02-11,Maccabi Haifa,Ironi Kiryat Shmona,2,0,H,0,0
2023-02-12,Hapoel Tel Aviv,Hapoel Hadera,0,0,D,0,0
2023-02-13,Maccabi Netanya,Maccabi Tel Aviv,2,1,H,0,0
2023-02-18,Ironi Kiryat Shmona,Hapoel Tel Aviv,0,1,A,0,1
2023-02-18,Maccabi Bnei Raina,Maccabi Netanya,1,2,A,1,0
2023-02-18,Hapoel Katamon,Sektzia Nes Tziona,1,0,H,0,0
2023-02-18,Hapoel Hadera,Bnei Sakhnin,1,3,A,1,1
2023-02-18,Ashdod,Maccabi Haifa,3,1,H,2,0
2023-02-19,Hapoel Haifa,Beitar Jerusalem,0,0,D,0,0
2023-02-20,Maccabi Tel Aviv,Hapoel Beer Sheva,1,0,H,1,0
2023-02-25,Hapoel Tel Aviv,Ashdod,1,2,A,1,0
2023-02-25,Sektzia Nes Tziona,Maccabi Tel Aviv,0,2,A,0,2
2023-02-25,Bnei Sakhnin,Ironi Kiryat Shmona,1,3,A,1,3
2023-02-25,Maccabi Netanya,Hapoel Hadera,1,0,H,0,0
2023-02-25,Maccabi Haifa,Beitar Jerusalem,2,1,H,1,1
2023-02-26,Hapoel Katamon,Hapoel Haifa,2,2,D,1,1
2023-02-27,Hapoel Beer Sheva,Maccabi Bnei Raina,2,0,H,1,0
2023-03-04,Ironi Kiryat Shmona,Maccabi Netanya,2,2,D,1,2
2023-03-04,Hapoel Hadera,Hapoel Beer Sheva,0,3,A,0,1
2023-03-04,Ashdod,Bnei Sakhnin,1,1,D,0,1
2023-03-04,Maccabi Bnei Raina,Sektzia Nes Tziona,3,2,H,1,2
2023-03-04,Maccabi Tel Aviv,Hapoel Katamon,1,2,A,1,0
2023-03-05,Beitar Jerusalem,Hapoel Tel Aviv,1,3,A,1,1
2023-03-06,Maccabi Haifa,Hapoel Haifa,4,1,H,2,0
2023-03-11,Hapoel Haifa,Maccabi Tel Aviv,1,1,D,0,1
2023-03-11,Hapoel Katamon,Maccabi Bnei Raina,0,1,A,0,0
2023-03-11,Sektzia Nes Tziona,Hapoel Hadera,1,3,A,1,0
2023-03-11,Bnei Sakhnin,Beitar Jerusalem,2,0,H,0,0
2023-03-11,Maccabi Netanya,Ashdod,0,2,A,0,0
2023-03-12,Hapoel Beer Sheva,Ironi Kiryat Shmona,2,1,H,1,0
2023-03-13,Hapoel Tel Aviv,Maccabi Haifa,0,1,A,0,0
2023-03-18,Hapoel Beer Sheva,Hapoel Katamon,1,0,H,1,0
2023-03-18,Maccabi Tel Aviv,Maccabi Netanya,2,0,H,2,0
2023-03-18,Hapoel Hadera,Sektzia Nes Tziona,1,2,A,0,0
2023-03-18,Beitar Jerusalem,Hapoel Tel Aviv,2,1,H,0,0
2023-03-18,Maccabi Haifa,Ashdod,2,1,H,2,1
2023-03-19,Bnei Sakhnin,Maccabi Bnei Raina,2,2,D,0,1
2023-03-19,Hapoel Haifa,Ironi Kiryat Shmona,1,1,D,0,0
2023-04-01,Hapoel Tel Aviv,Sektzia Nes Tziona,2,1,H,0,0
2023-04-01,Hapoel Katamon,Maccabi Tel Aviv,0,2,A,0,1
2023-04-01,Maccabi Haifa,Hapoel Beer Sheva,1,0,H,1,0
2023-04-01,Ashdod,Maccabi Netanya,3,2,H,2,1
2023-04-02,Ironi Kiryat Shmona,Bnei Sakhnin,2,2,D,0,1
2023-04-02,Maccabi Bnei Raina,Hapoel Hadera,1,1,D,1,1
2023-04-03,Beitar Jerusalem,Hapoel Haifa,2,0,H,1,0
2023-04-04,Maccabi Netanya,Hapoel Katamon,0,2,A,0,0
2023-04-04,Hapoel Beer Sheva,Ashdod,3,1,H,1,0
2023-04-04,Maccabi Tel Aviv,Maccabi Haifa,1,1,D,1,0
2023-04-08,Ashdod,Hapoel Katamon,0,1,A,0,1
2023-04-08,Maccabi Haifa,Maccabi Netanya,4,1,H,0,1
2023-04-10,Hapoel Beer Sheva,Maccabi Tel Aviv,1,2,A,1,1
2023-04-15,Hapoel Haifa,Hapoel Tel Aviv,1,0,H,1,0
2023-04-15,Hapoel Katamon,Maccabi Haifa,2,1,H,0,0
2023-04-15,Maccabi Tel Aviv,Ashdod,1,1,D,0,0
2023-04-15,Sektzia Nes Tziona,Maccabi Bnei Raina,1,2,A,0,1
2023-04-15,Hapoel Hadera,Ironi Kiryat Shmona,1,1,D,1,0
2023-04-16,Bnei Sakhnin,Beitar Jerusalem,4,3,H,2,0
2023-04-16,Maccabi Netanya,Hapoel Beer Sheva,1,1,D,1,1
2023-04-22,Hapoel Tel Aviv,Maccabi Bnei Raina,1,2,A,0,1
2023-04-22,Hapoel Katamon,Hapoel Beer Sheva,1,2,A,0,1
2023-04-22,Hapoel Haifa,Bnei Sakhnin,2,2,D,1,0
2023-04-22,Maccabi Netanya,Maccabi Tel Aviv,0,0,D,0,0
2023-04-22,Ironi Kiryat Shmona,Sektzia Nes Tziona,1,1,D,1,0
2023-04-23,Beitar Jerusalem,Hapoel Hadera,2,1,H,2,1
2023-04-23,Ashdod,Maccabi Haifa,1,2,A,0,0
2023-04-29,Maccabi Bnei Raina,Ironi Kiryat Shmona,1,3,A,0,0
2023-04-29,Maccabi Netanya,Ashdod,2,0,H,1,0
2023-04-29,Maccabi Tel Aviv,Hapoel Katamon,2,1,H,2,1
2023-04-29,Sektzia Nes Tziona,Beitar Jerusalem,1,3,A,0,0
2023-04-30,Hapoel Hadera,Hapoel Haifa,1,2,A,1,1
2023-04-30,Bnei Sakhnin,Hapoel Tel Aviv,0,1,A,0,1
2023-05-01,Hapoel Beer Sheva,Maccabi Haifa,2,1,H,1,1
2023-05-06,Hapoel Haifa,Sektzia Nes Tziona,0,1,A,0,0
2023-05-06,Beitar Jerusalem,Maccabi Bnei Raina,0,1,A,0,0
2023-05-06,Bnei Sakhnin,Hapoel Hadera,2,3,A,1,1
2023-05-06,Hapoel Tel Aviv,Ironi Kiryat Shmona,2,2,D,0,2
2023-05-07,Hapoel Katamon,Maccabi Netanya,1,4,A,1,2
2023-05-08,Maccabi Haifa,Maccabi Tel Aviv,3,1,H,1,1
2023-05-08,Ashdod,Hapoel Beer Sheva,0,1,A,0,1
2023-05-13,Sektzia Nes Tziona,Bnei Sakhnin,1,1,D,1,1
2023-05-13,Hapoel Hadera,Hapoel Tel Aviv,1,2,A,0,2
2023-05-13,Maccabi Bnei Raina,Hapoel Haifa,0,4,A,0,1
2023-05-13,Ironi Kiryat Shmona,Beitar Jerusalem,3,2,H,3,0
2023-05-14,Hapoel Katamon,Ashdod,0,1,A,0,0
2023-05-15,Maccabi Tel Aviv,Hapoel Beer Sheva,3,0,H,2,0
2023-05-15,Maccabi Netanya,Maccabi Haifa,1,5,A,1,1
2023-05-20,Hapoel Beer Sheva,Maccabi Netanya,2,0,H,1,0
2023-05-20,Maccabi Haifa,Hapoel Katamon,5,0,H,3,0
2023-05-20,Ashdod,Maccabi Tel Aviv,1,2,A,1,1
