Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG
2023-12-10,Bnei Sakhnin,Maccabi Tel Aviv,2,3,A,0,1
2023-12-10,Maccabi Haifa,Beitar Jerusalem,1,1,D,0,1
2023-12-11,Maccabi Netanya,Hapoel Beer Sheva,1,0,H,0,0
2023-12-16,Maccabi Bnei Raina,Hapoel Tel Aviv,1,2,A,0,2
2023-12-16,Maccabi Petah Tikva,Hapoel Beer Sheva,1,4,A,1,0
2023-12-16,Hapoel Hadera,Hapoel Petah Tikva,1,0,H,0,0
2023-12-16,Ashdod,Hapoel Katamon,2,0,H,0,0
2023-12-16,Beitar Jerusalem,Bnei Sakhnin,1,1,D,0,1
2023-12-17,Maccabi Tel Aviv,Maccabi Netanya,2,1,H,1,1
2023-12-17,Hapoel Haifa,Maccabi Haifa,0,3,A,0,1
2023-12-19,Hapoel Petah Tikva,Maccabi Bnei Raina,0,1,A,0,1
2023-12-19,Hapoel Katamon,Hapoel Hadera,1,0,H,1,0
2023-12-19,Hapoel Tel Aviv,Maccabi Petah Tikva,2,0,H,1,0
2023-12-20,Bnei Sakhnin,Hapoel Haifa,1,1,D,0,0
2023-12-20,Maccabi Netanya,Beitar Jerusalem,0,3,A,0,1
2023-12-20,Maccabi Haifa,Ashdod,4,0,H,0,0
2023-12-20,Hapoel Beer Sheva,Maccabi Tel Aviv,0,1,A,0,1
2023-12-23,Hapoel Tel Aviv,Hapoel Petah Tikva,4,1,H,2,0
2023-12-23,Hapoel Haifa,Maccabi Netanya,2,1,H,0,0
2023-12-23,Ashdod,Bnei Sakhnin,0,1,A,0,1
2023-12-23,Maccabi Bnei Raina,Hapoel Katamon,1,1,D,0,0
2023-12-23,Beitar Jerusalem,Hapoel Beer Sheva,4,4,D,3,1
2023-12-24,Maccabi Petah Tikva,Maccabi Tel Aviv,1,2,A,1,0
2023-12-24,Hapoel Hadera,Maccabi Haifa,1,5,A,1,3
2023-12-26,Maccabi Netanya,Ashdod,1,0,H,0,0
2023-12-26,Hapoel Katamon,Hapoel Tel Aviv,2,1,H,1,0
2023-12-26,Hapoel Beer Sheva,Hapoel Haifa,4,0,H,0,0
2023-12-27,Bnei Sakhnin,Hapoel Hadera,0,1,A,0,0
2023-12-27,Maccabi Petah Tikva,Hapoel Petah Tikva,2,0,H,1,0
2023-12-27,Maccabi Haifa,Maccabi Bnei Raina,1,0,H,0,0
2023-12-27,Maccabi Tel Aviv,Beitar Jerusalem,1,0,H,0,0
2023-12-30,Hapoel Petah Tikva,Hapoel Katamon,1,2,A,0,2
2023-12-30,Hapoel Hadera,Maccabi Netanya,1,4,A,0,2
2023-12-30,Maccabi Bnei Raina,Bnei Sakhnin,0,1,A,0,0
2023-12-30,Ashdod,Hapoel Beer Sheva,1,3,A,1,1
2023-12-31,Beitar Jerusalem,Maccabi Petah Tikva,3,2,H,3,1
2023-12-31,Hapoel Haifa,Maccabi Tel Aviv,0,1,A,0,1
2023-12-31,Hapoel Tel Aviv,Maccabi Haifa,0,0,D,0,0
2024-01-02,Maccabi Bnei Raina,Maccabi Netanya,1,3,A,0,1
2024-01-02,Hapoel Hadera,Hapoel Beer Sheva,0,2,A,0,0
2024-01-03,Hapoel Katamon,Maccabi Petah Tikva,3,1,H,2,0
2024-01-03,Hapoel Tel Aviv,Bnei Sakhnin,3,3,D,0,2
2024-01-03,Ashdod,Maccabi Tel Aviv,1,4,A,0,1
2024-01-03,Hapoel Petah Tikva,Maccabi Haifa,2,2,D,1,1
2024-01-04,Hapoel Haifa,Beitar Jerusalem,3,2,H,0,2
2024-01-06,Hapoel Beer Sheva,Maccabi Bnei Raina,4,2,H,2,1
2024-01-06,Bnei Sakhnin,Hapoel Petah Tikva,0,0,D,0,0
2024-01-06,Maccabi Netanya,Hapoel Tel Aviv,2,1,H,2,1
2024-01-07,Maccabi Tel Aviv,Hapoel Hadera,1,1,D,0,1
2024-01-07,Maccabi Haifa,Hapoel Katamon,2,1,H,2,1
2024-01-08,Maccabi Petah Tikva,Hapoel Haifa,0,3,A,0,1
2024-01-08,Beitar Jerusalem,Ashdod,1,1,D,0,0
2024-01-10,Maccabi Tel Aviv,Maccabi Haifa,0,1,A,0,1
2024-01-13,Hapoel Hadera,Beitar Jerusalem,0,3,A,0,1
2024-01-13,Hapoel Katamon,Bnei Sakhnin,0,0,D,0,0
2024-01-13,Hapoel Petah Tikva,Maccabi Netanya,2,0,H,2,0
2024-01-13,Ashdod,Hapoel Haifa,0,1,A,0,1
2024-01-13,Hapoel Tel Aviv,Hapoel Beer Sheva,0,4,A,0,1
2024-01-14,Maccabi Bnei Raina,Maccabi Tel Aviv,2,2,D,1,1
2024-01-14,Maccabi Haifa,Maccabi Petah Tikva,5,0,H,2,0
2024-01-16,Hapoel Haifa,Hapoel Hadera,2,0,H,1,0
2024-01-16,Maccabi Netanya,Hapoel Katamon,2,1,H,1,1
2024-01-16,Hapoel Beer Sheva,Hapoel Petah Tikva,2,0,H,0,0
2024-01-17,Maccabi Petah Tikva,Ashdod,1,2,A,1,0
2024-01-17,Beitar Jerusalem,Maccabi Bnei Raina,1,2,A,0,1
2024-01-17,Bnei Sakhnin,Maccabi Haifa,0,3,A,0,1
2024-01-17,Maccabi Tel Aviv,Hapoel Tel Aviv,4,2,H,3,2
2024-01-20,Hapoel Hadera,Ashdod,1,1,D,1,1
2024-01-20,Maccabi Bnei Raina,Hapoel Haifa,0,0,D,0,0
2024-01-20,Hapoel Katamon,Hapoel Beer Sheva,0,1,A,0,0
2024-01-21,Bnei Sakhnin,Maccabi Petah Tikva,1,1,D,0,0
2024-01-21,Hapoel Petah Tikva,Maccabi Tel Aviv,0,0,D,0,0
2024-01-21,Maccabi Haifa,Maccabi Netanya,4,0,H,2,0
2024-01-22,Hapoel Tel Aviv,Beitar Jerusalem,0,1,A,0,0
2024-01-30,Ashdod,Maccabi Bnei Raina,1,0,H,1,0
2024-01-30,Maccabi Netanya,Bnei Sakhnin,0,1,A,0,0
2024-01-30,Beitar Jerusalem,Hapoel Petah Tikva,2,2,D,2,1
2024-01-31,Maccabi Petah Tikva,Hapoel Hadera,1,0,H,1,0
2024-01-31,Hapoel Haifa,Hapoel Tel Aviv,4,3,H,4,0
2024-01-31,Maccabi Tel Aviv,Hapoel Katamon,2,1,H,1,1
2024-01-31,Hapoel Beer Sheva,Maccabi Haifa,2,1,H,0,0
2024-02-03,Maccabi Netanya,Maccabi Petah Tikva,0,1,A,0,0
2024-02-03,Bnei Sakhnin,Hapoel Beer Sheva,0,2,A,0,0
2024-02-03,Hapoel Petah Tikva,Hapoel Haifa,0,2,A,0,0
2024-02-03,Hapoel Tel Aviv,Ashdod,3,1,H,0,0
2024-02-04,Maccabi Bnei Raina,Hapoel Hadera,2,1,H,0,0
2024-02-04,Hapoel Katamon,Beitar Jerusalem,2,1,H,0,1
2024-02-05,Maccabi Haifa,Maccabi Tel Aviv,2,0,H,2,0
2024-02-10,Maccabi Tel Aviv,Bnei Sakhnin,1,1,D,0,1
2024-02-10,Hapoel Hadera,Hapoel Tel Aviv,1,0,H,0,0
2024-02-10,Maccabi Petah Tikva,Maccabi Bnei Raina,1,0,H,0,0
2024-02-10,Ashdod,Hapoel Petah Tikva,2,0,H,2,0
2024-02-10,Beitar Jerusalem,Maccabi Haifa,0,2,A,0,1
2024-02-11,Hapoel Beer Sheva,Maccabi Netanya,2,0,H,1,0
2024-02-12,Hapoel Haifa,Hapoel Katamon,2,3,A,2,0
2024-02-17,Hapoel Tel Aviv,Maccabi Bnei Raina,0,0,D,0,0
2024-02-17,Hapoel Beer Sheva,Maccabi Petah Tikva,1,1,D,0,0
2024-02-17,Hapoel Katamon,Ashdod,1,1,D,0,1
2024-02-17,Hapoel Petah Tikva,Hapoel Hadera,0,2,A,0,1
2024-02-17,Bnei Sakhnin,Beitar Jerusalem,2,1,H,1,0
2024-02-18,Maccabi Haifa,Hapoel Haifa,1,1,D,1,0
2024-02-19,Maccabi Netanya,Maccabi Tel Aviv,1,5,A,1,2
2024-02-24,Maccabi Petah Tikva,Hapoel Tel Aviv,3,0,H,2,0
2024-02-24,Hapoel Haifa,Bnei Sakhnin,1,2,A,0,2
2024-02-24,Hapoel Hadera,Hapoel Katamon,1,1,D,1,1
2024-02-24,Beitar Jerusalem,Maccabi Netanya,0,0,D,0,0
2024-02-24,Maccabi Tel Aviv,Hapoel Beer Sheva,1,0,H,1,0
2024-02-25,Ashdod,Maccabi Haifa,0,5,A,0,5
2024-02-26,Maccabi Bnei Raina,Hapoel Petah Tikva,1,1,D,1,0
2024-03-02,Maccabi Netanya,Hapoel Haifa,1,2,A,1,0
2024-03-02,Bnei Sakhnin,Ashdod,1,1,D,1,1
2024-03-02,Hapoel Katamon,Maccabi Bnei Raina,1,0,H,1,0
2024-03-02,Maccabi Tel Aviv,Maccabi Petah Tikva,4,0,H,2,0
2024-03-03,Maccabi Haifa,Hapoel Hadera,1,0,H,0,0
2024-03-04,Hapoel Petah Tikva,Hapoel Tel Aviv,0,0,D,0,0
2024-03-04,Hapoel Beer Sheva,Beitar Jerusalem,1,0,H,1,0
2024-03-09,Hapoel Petah Tikva,Maccabi Petah Tikva,2,2,D,1,1
2024-03-09,Hapoel Hadera,Bnei Sakhnin,1,0,H,0,0
2024-03-09,Ashdod,Maccabi Netanya,0,2,A,0,0
2024-03-09,Hapoel Tel Aviv,Hapoel Katamon,0,0,D,0,0
2024-03-10,Maccabi Bnei Raina,Maccabi Haifa,2,1,H,0,1
2024-03-10,Beitar Jerusalem,Maccabi Tel Aviv,0,1,A,0,1
2024-03-11,Hapoel Haifa,Hapoel Beer Sheva,1,0,H,0,0
2024-03-16,Hapoel Katamon,Hapoel Petah Tikva,3,2,H,1,0
2024-03-16,Hapoel Beer Sheva,Ashdod,1,0,H,1,0
2024-03-16,Maccabi Netanya,Hapoel Hadera,1,3,A,0,3
2024-03-16,Bnei Sakhnin,Maccabi Bnei Raina,0,0,D,0,0
2024-03-16,Maccabi Petah Tikva,Beitar Jerusalem,0,3,A,0,1
2024-03-17,Maccabi Tel Aviv,Hapoel Haifa,3,1,H,2,1
2024-03-17,Maccabi Haifa,Hapoel Tel Aviv,0,0,D,0,0
2024-03-30,Hapoel Beer Sheva,Hapoel Haifa,2,1,H,1,0
2024-03-30,Hapoel Hadera,Hapoel Petah Tikva,1,1,D,0,0
2024-03-30,Maccabi Petah Tikva,Ashdod,0,1,A,0,1
2024-03-30,Maccabi Tel Aviv,Bnei Sakhnin,2,0,H,0,0
2024-03-31,Maccabi Netanya,Beitar Jerusalem,0,3,A,0,3
2024-03-31,Maccabi Haifa,Maccabi Bnei Raina,1,2,A,0,2
2024-04-01,Hapoel Katamon,Hapoel Tel Aviv,2,0,H,1,0
2024-04-06,Bnei Sakhnin,Hapoel Haifa,2,1,H,0,1
2024-04-07,Maccabi Bnei Raina,Hapoel Beer Sheva,1,0,H,1,0
2024-04-08,Maccabi Tel Aviv,Maccabi Haifa,1,1,D,1,0
2024-04-13,Beitar Jerusalem,Hapoel Hadera,0,1,A,0,1
2024-04-13,Maccabi Haifa,Bnei Sakhnin,1,0,H,1,0
2024-04-13,Hapoel Tel Aviv,Hapoel Petah Tikva,1,1,D,0,0
2024-04-14,Hapoel Katamon,Maccabi Petah Tikva,2,0,H,0,0
2024-04-14,Hapoel Haifa,Maccabi Bnei Raina,2,0,H,2,0
2024-04-14,Ashdod,Maccabi Netanya,0,0,D,0,0
2024-04-15,Hapoel Beer Sheva,Maccabi Tel Aviv,1,0,H,0,0
2024-04-20,Maccabi Tel Aviv,Hapoel Haifa,4,0,H,2,0
2024-04-20,Bnei Sakhnin,Maccabi Bnei Raina,0,2,A,0,0
2024-04-20,Maccabi Netanya,Hapoel Katamon,1,0,H,1,0
2024-04-20,Maccabi Haifa,Hapoel Beer Sheva,4,1,H,2,0
2024-04-20,Maccabi Petah Tikva,Hapoel Tel Aviv,4,2,H,2,0
2024-04-21,Hapoel Hadera,Ashdod,2,2,D,1,2
2024-04-21,Hapoel Petah Tikva,Beitar Jerusalem,0,2,A,0,1
2024-04-27,Maccabi Bnei Raina,Maccabi Tel Aviv,2,3,A,1,3
2024-04-27,Hapoel Katamon,Hapoel Hadera,2,1,H,0,1
2024-04-27,Maccabi Petah Tikva,Maccabi Netanya,0,2,A,0,1
2024-04-27,Hapoel Tel Aviv,Beitar Jerusalem,1,5,A,0,1
2024-04-27,Ashdod,Hapoel Petah Tikva,1,0,H,1,0
2024-04-29,Hapoel Beer Sheva,Bnei Sakhnin,2,1,H,0,0
2024-04-29,Hapoel Haifa,Maccabi Haifa,0,2,A,0,0
2024-05-04,Maccabi Netanya,Hapoel Tel Aviv,0,1,A,0,1
2024-05-04,Hapoel Haifa,Hapoel Beer Sheva,2,0,H,2,0
2024-05-04,Hapoel Petah Tikva,Hapoel Katamon,1,0,H,0,0
2024-05-04,Maccabi Bnei Raina,Maccabi Haifa,1,5,A,1,2
2024-05-06,Beitar Jerusalem,Ashdod,0,0,D,0,0
2024-05-06,Bnei Sakhnin,Maccabi Tel Aviv,1,1,D,0,0
2024-05-06,Hapoel Hadera,Maccabi Petah Tikva,0,4,A,0,3
2024-05-09,Hapoel Beer Sheva,Maccabi Bnei Raina,2,1,H,2,1
2024-05-09,Hapoel Haifa,Bnei Sakhnin,1,2,A,0,1
2024-05-11,Hapoel Katamon,Beitar Jerusalem,3,0,H,0,0
2024-05-11,Maccabi Petah Tikva,Hapoel Petah Tikva,4,1,H,4,1
2024-05-11,Hapoel Tel Aviv,Ashdod,0,2,A,0,0
2024-05-11,Maccabi Netanya,Hapoel Hadera,1,2,A,1,1
2024-05-11,Maccabi Haifa,Maccabi Tel Aviv,0,1,A,0,1
2024-05-18,Hapoel Hadera,Hapoel Tel Aviv,0,1,A,0,1
2024-05-18,Ashdod,Hapoel Katamon,3,1,H,0,0
2024-05-18,Maccabi Tel Aviv,Hapoel Beer Sheva,3,0,H,2,0
2024-05-18,Bnei Sakhnin,Maccabi Haifa,1,2,A,0,0
2024-05-18,Maccabi Bnei Raina,Hapoel Haifa,0,1,A,0,1
2024-05-19,Hapoel Petah Tikva,Maccabi Netanya,1,3,A,0,2
2024-05-20,Beitar Jerusalem,Maccabi Petah Tikva,1,1,D,1,0
2024-05-21,Hapoel Beer Sheva,Maccabi Haifa,1,4,A,1,3
2024-05-21,Hapoel Haifa,Maccabi Tel Aviv,0,3,A,0,0
2024-05-21,Maccabi Bnei Raina,Bnei Sakhnin,2,2,D,1,1
2024-05-25,Maccabi Tel Aviv,Maccabi Bnei Raina,2,0,H,2,0
2024-05-25,Maccabi Haifa,Hapoel Haifa,0,2,A,0,1
2024-05-25,Bnei Sakhnin,Hapoel Beer Sheva,4,1,H,1,0
